"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48","PC49","PC50"
"Bin.0.94",-0.01667,0.06374,-0.070696,-0.047747,-0.018297,-0.059613,-0.041588,-0.024248,0.067321,0.020778,-0.049862,-0.040707,0.045142,-0.029792,-0.006863,0.0576,-0.032218,-0.0056383,-0.0037091,-0.0050342,0.007546,0.04139,-0.023129,-0.010939,-0.031154,-0.00094865,0.0058718,-0.0015779,-0.018019,0.022748,-0.00044132,-0.018746,0.0006897,-0.027239,0.0037728,-0.033452,-0.036413,0.010202,0.07373,0.011,0.06296,-0.10188,-0.022065,0.0041185,-0.060081,0.14663,0.010003,-0.060754,-0.058948,-0.030783
"Bin.0.90",-0.009143,0.051699,-0.062368,-0.024235,-0.012988,-0.068787,-0.02855,-0.0073238,0.080628,0.018066,-0.0371,-0.031799,0.033144,-0.016677,0.016967,0.041464,-0.012145,0.0037083,-0.0059646,0.014621,0.0093831,0.011354,-0.039685,0.016173,0.0045507,0.014422,0.051567,0.010182,-0.017082,0.043548,-0.043054,-0.032345,0.049533,-0.0049731,0.045561,0.0038623,-0.010703,0.010618,0.084429,0.075586,0.068105,-0.079556,-0.064263,-0.045565,-0.093923,0.11661,-0.058025,0.011261,-0.011631,-0.016896
"Bin.0.86",-0.0107,0.05892,-0.072687,-0.034791,-0.020734,-0.070574,-0.031695,-0.0031883,0.073133,0.030688,-0.033847,-0.031672,0.013126,0.0036205,0.020189,0.069665,0.022485,0.012894,-0.034022,0.019762,0.01483,0.034694,-0.025023,0.0018318,0.0061422,0.0015463,0.035474,-0.047721,-0.027516,0.051391,-0.030649,-0.0068621,0.033659,-0.014874,0.034526,0.039648,-0.002047,0.070249,0.080336,0.058403,0.056785,-0.045076,-0.06395,-0.097263,-0.071444,0.074229,-0.0072534,0.066313,-0.026194,-0.007641
"Bin.0.82",-0.023946,0.084487,-0.078971,-0.048522,-0.027612,-0.069485,-0.081342,-0.016121,0.072701,0.01971,-0.025995,-0.049773,0.064939,0.010883,-0.0016011,0.055213,-0.01354,-0.0065049,-0.019164,-0.0083989,-0.0053321,0.028396,-0.027561,-0.0047361,0.042352,-0.024786,0.01177,-0.01148,0.0032993,0.037265,0.060918,0.01476,-0.0035531,0.017179,0.044475,0.030077,0.0058958,-0.041294,0.00047959,0.024885,-0.021599,-0.077885,-0.0439,-0.026533,-0.013053,0.03058,0.082783,0.047912,0.0060427,0.047064
"Bin.0.78",-0.03605,0.08673,-0.062297,-0.053345,-0.015104,-0.062499,-0.085789,0.014368,0.069711,0.015547,-0.020525,-0.049454,0.056482,0.010053,-0.0039412,0.03962,-0.037595,-0.0013225,0.0039921,-0.033137,-0.0092371,-0.0054024,-0.037396,0.047532,0.027246,0.025517,0.0059396,0.02751,-0.012621,0.033302,0.021689,0.031303,-0.0025643,-0.0069989,0.047759,0.010653,-0.012033,-0.055634,-0.012011,0.039011,-0.086233,-0.030125,-0.012976,-0.08704,0.024023,-0.042065,0.041729,0.065209,-0.023166,-0.0067022
"Bin.0.74",-0.15543,0.050075,0.09854,-0.025262,0.081267,0.021116,-0.011161,0.01015,-0.01144,-0.038419,-0.076437,0.0013951,0.055517,-0.016592,0.045668,0.026618,-0.0012706,-0.050269,0.024233,-0.028107,0.058291,-0.0086064,-0.0087837,0.055769,0.037913,0.058695,0.022687,0.013451,-0.010804,-0.014474,-0.0047982,0.02824,0.032088,-0.051992,-0.028691,0.026088,0.0034808,-0.042723,-0.04252,0.084835,-0.04987,0.040644,0.054506,-0.076397,0.042189,-0.026216,0.032362,0.063888,-0.057098,0.0097445
"Bin.0.70",-0.16354,0.067884,0.078895,-0.039728,0.066984,0.016841,-0.0080647,0.0046726,-0.01739,-0.026644,-0.058465,-0.014524,0.029972,-0.0056694,0.037914,0.063051,-0.042723,-0.04143,0.02455,-0.0026268,0.033215,-0.011797,0.017165,0.037984,0.031751,0.046556,-0.024048,-0.011908,-0.04423,-0.0098356,-0.010791,0.050143,-0.05178,-0.087487,0.0086627,0.019097,-0.015819,-0.0072566,0.013405,0.024273,-0.032361,0.069814,-0.019739,0.011768,0.03262,0.006765,0.098731,0.0009143,-0.081558,0.028333
"Bin.0.66",-0.16277,0.072812,0.082533,-0.038314,0.062474,0.015646,-0.007161,0.0059604,-0.0091898,-0.029759,-0.067701,-0.020227,0.040833,-0.014527,0.032961,0.051573,-0.036976,-0.084561,0.033315,-0.023739,0.031586,0.043993,0.019656,0.039116,0.062697,0.043628,-0.010508,0.011187,-0.016358,-0.053584,-0.013384,0.048536,-0.0082621,-0.075152,-0.0026069,-0.01376,-0.0078961,-0.058476,-0.044155,0.094018,-0.10476,0.084998,0.007444,-0.076899,0.011542,0.0012357,0.062188,0.039191,-0.15254,0.10824
"Bin.0.62",-0.16938,0.094746,0.028657,0.021054,0.0012687,0.0072512,-0.15326,-0.047469,-0.030171,-0.027052,0.12124,0.080892,0.14478,-0.1145,0.10882,0.012634,0.013049,-0.027042,-0.03866,0.10836,-0.092617,-0.062733,-0.01424,0.031692,-0.048679,-0.050825,-0.021999,0.014714,0.082647,-0.045315,-0.086256,0.016431,-0.061725,0.035472,-0.038149,-0.018492,-0.027567,0.050068,0.074918,-0.16119,-0.039452,0.05112,-0.066358,0.037994,-0.099941,-0.051745,-0.023242,-0.0068593,-0.034765,0.023107
"Bin.0.58",-0.16724,0.090195,0.028868,0.042969,0.014221,0.01427,-0.1242,-0.07764,-0.052163,-0.06656,0.096246,0.078107,0.16282,-0.16112,0.098987,0.017233,-0.014241,0.0079511,-0.050185,0.10548,-0.054912,-0.038862,-0.010241,-0.00092582,-0.06824,-0.089134,0.047267,0.087753,0.15997,0.0049842,-0.066983,-0.068911,-0.057166,0.094973,0.023406,0.041643,-0.15513,0.0075763,-0.0078369,-0.080706,-0.1191,-0.0066378,-0.066754,0.017923,0.010173,-0.047535,-0.01638,-0.006072,0.064648,-0.062589
"Bin.0.54",-0.16857,0.081915,0.035736,0.043328,0.019197,0.002724,-0.099953,-0.068706,-0.038384,-0.063698,0.097355,0.076842,0.14508,-0.10096,0.13225,0.010349,0.040159,-0.023042,-0.074466,0.093254,-0.053489,-0.032952,-0.0078085,-0.016091,-0.044829,-0.08438,0.01796,0.028652,0.18043,0.020743,-0.048226,-0.090953,-0.070638,0.083137,-0.045324,0.002491,-0.02887,0.0037066,0.0084703,-0.14169,-0.077767,0.011487,-0.024778,0.030642,-0.077187,-0.070268,-0.0020048,0.0084499,-0.0048765,-0.047425
"Bin.0.50",-0.15615,0.14275,0.0033856,0.024418,-0.078933,0.011514,-0.26137,-0.046978,0.085269,0.10994,0.21806,0.080617,0.0011814,-0.11859,-0.28322,0.041835,-0.14945,-0.075994,0.18666,0.023733,-0.17014,0.057675,0.14375,0.063688,-0.010461,0.1358,-0.093389,-0.045297,-0.18735,0.18719,0.095798,0.057248,-0.2347,-0.1097,0.062146,-0.088096,0.21653,0.14479,0.095853,-0.062103,0.046204,0.12044,0.089907,-0.10409,0.013834,-0.10044,-0.12789,0.070445,-0.021135,0.022369
"Bin.0.46",-0.15584,0.13209,-0.049593,0.11221,-0.076798,-0.20168,-0.10942,-0.055925,-0.0012814,-0.15777,0.012545,0.20496,-0.10412,-0.11443,-0.15751,0.11135,0.094782,0.048721,0.094535,-0.24244,0.2646,-0.063348,0.037414,0.046012,-0.12253,-0.0057784,-0.25576,-0.16069,0.11613,0.18325,0.031841,-0.01931,0.15723,-0.027374,0.050618,0.20452,-0.089838,0.040367,-0.035353,0.015671,-0.10446,0.036618,0.015361,-0.05222,0.07725,0.15685,-0.11158,0.028902,0.018913,-0.099693
"Bin.0.42",-0.12694,0.16163,0.070693,0.041161,-0.18076,-0.035019,0.036609,0.21543,-0.063186,-0.088478,-0.02029,-0.24354,-0.073126,-0.012097,-0.18269,0.15647,-0.26239,0.070807,-0.16746,0.15934,0.33663,0.0050243,-0.25081,-0.089256,0.099906,0.005907,0.28506,-0.093197,0.12311,-0.092482,0.070528,-0.082779,-0.097962,-0.016894,-0.080126,0.1127,0.13192,0.026026,-0.10308,-0.11835,0.016727,-0.054403,0.16973,0.0041127,-0.035165,-0.038952,-0.10248,0.061583,0.10511,0.024393
"Bin.0.38",-0.13901,0.082621,0.070363,0.007098,-0.048841,0.14209,0.093586,0.18096,0.041235,-0.18721,-0.040106,-0.15078,-0.12178,-0.0045155,-0.14213,-0.085632,0.063053,-0.076068,-0.19514,0.2232,-0.11092,-0.0087097,0.21967,-0.17249,0.0014892,-0.242,-0.18945,-0.00021177,0.17012,-0.0018412,0.093691,0.10566,-0.03873,-0.098135,-0.011713,0.15732,-0.091628,0.035696,0.21017,0.1404,-0.034908,-0.021552,0.0078829,-0.14111,-0.034978,-0.01492,0.0093594,0.0015494,-0.068132,0.050385
"Bin.0.34",-0.14438,0.13509,0.027225,0.10951,-0.2119,0.025523,-0.012802,0.06279,-0.046929,-0.0099024,0.0014281,0.024579,-0.078636,-0.0042675,0.19107,0.015626,0.19302,0.076052,0.075926,0.05416,-0.35413,-0.32133,-0.038988,0.049455,0.23598,-0.0060259,0.10214,-0.2657,-0.22142,-0.15281,0.24212,-0.092253,0.060107,0.0085944,0.16951,0.076054,-0.0099362,-0.0050581,0.026675,0.06363,-0.050106,-0.080781,0.082765,0.083401,0.03502,0.072931,-0.042056,-0.087219,0.028417,0.014653
"Bin.0.30",-0.1353,0.17621,0.03971,0.14079,-0.31567,-0.00048523,0.014712,0.13971,-0.10623,-0.061998,0.13336,-0.063082,0.060811,0.087077,-0.041916,0.035054,-0.17355,-0.13705,0.016397,-0.1129,-0.1338,0.15469,0.05629,0.03608,-0.11519,-0.10834,-0.10986,0.075034,0.0071042,-0.2319,-0.042713,-0.072487,0.23756,0.098528,-0.012503,-0.10147,0.14128,0.045478,-0.059181,0.16247,0.060537,0.18394,-0.14988,0.22282,-0.050792,0.061782,0.14842,-0.081547,-0.065166,-0.09465
"Bin.0.26",-0.1373,0.18528,-0.025711,0.15865,-0.33999,0.012534,0.094741,-0.022302,0.025427,0.11975,-0.003554,0.078381,-0.044655,0.047057,0.079729,-0.16143,0.17324,0.056661,0.17259,-0.057693,0.11065,0.12508,0.090849,-0.23832,0.174,0.24825,-0.016797,0.16993,0.011866,-0.1036,-0.23313,0.18252,-0.045091,0.11971,-0.0083827,-0.064961,0.0088145,-0.15134,0.015255,-0.048149,0.0020213,-0.061124,0.14479,-0.17648,0.10131,-0.029254,0.012381,0.071799,-0.090097,0.099714
"Bin.0.22",-0.15415,0.1507,-0.089551,0.16286,-0.29248,0.070359,0.11831,-0.029715,-0.12458,0.047785,0.012683,-0.025268,-0.16086,0.26381,0.04639,-0.080653,0.042597,0.01302,0.065792,0.02155,0.072224,0.019714,0.040261,0.0080905,-0.082388,-0.063529,0.031144,-0.01122,0.06892,0.26316,-0.036935,-0.058287,-0.17484,-0.077654,-0.13014,-0.17715,-0.17447,0.049901,-0.11939,-0.098483,0.0047859,-0.014499,-0.14432,0.089504,-0.083532,-0.027194,-0.023299,-0.1339,0.035115,0.04432
